Date Timed DHT22, Temperature DHT22,Date Time DHT11, Temperature DHT11
2020-09-01 16:45,27.9,2020-09-01 16:37,28.5
2020-09-01 16:42,28,2020-09-01 16:37,29
2020-09-01 16:40,28.1,2020-09-01 16:27,29.7
2020-09-01 16:30,27.9,2020-09-01 16:17,29.7
2020-09-01 16:20,27.8,2020-09-01 16:07,30
2020-09-01 16:10,27.8,2020-09-01 16:07,29.6
2020-09-01 16:08,27.8,2020-09-01 15:57,29.1
2020-09-01 16:08,27.6,2020-09-01 15:47,29
2020-09-01 16:06,27.3,2020-09-01 15:46,28.9
2020-09-01 16:04,27.5,2020-09-01 15:46,28.8
2020-09-01 16:00,27.4,2020-09-01 15:36,29.8
2020-09-01 15:59,27.6,2020-09-01 15:26,29.7
2020-09-01 15:56,27.4,2020-09-01 15:16,29.6
2020-09-01 15:53,26.9,2020-09-01 15:06,29.6
2020-09-01 15:50,27,2020-09-01 14:56,29.4
2020-09-01 15:47,26.7,2020-09-01 14:46,29.4
2020-09-01 15:45,26.6,2020-09-01 14:46,29.5
2020-09-01 15:43,27,2020-09-01 12:27,31.3
2020-09-01 15:41,27,2020-09-01 12:17,31.6
2020-09-01 15:40,27.2,2020-09-01 12:07,31.1
2020-09-01 15:40,27.2,2020-09-01 11:57,31.5
2020-09-01 15:38,27.2,2020-09-01 11:47,31.1
2020-09-01 15:37,27.2,2020-09-01 11:37,30.8
2020-09-01 15:36,27.1,2020-09-01 11:27,30.8
2020-09-01 15:35,27.2,2020-09-01 11:17,30.3
2020-09-01 15:30,27.6,2020-09-01 11:07,30
2020-09-01 15:25,28.6,2020-09-01 10:57,29.7
2020-09-01 15:20,28.3,2020-09-01 10:47,29.3
2020-09-01 15:16,27.7,2020-09-01 10:37,29
2020-09-01 15:09,27.8,2020-09-01 10:27,28.8
2020-09-01 15:05,27.6,2020-09-01 10:17,28.3
2020-09-01 14:58,27.3,2020-09-01 10:07,28.2
2020-09-01 14:56,27.1,2020-09-01 9:57,27.9
2020-09-01 14:48,27.5,2020-09-01 9:47,27.4
2020-09-01 14:44,27.5,2020-09-01 9:37,26.9
2020-09-01 14:43,27.3,2020-09-01 9:27,26.6
2020-09-01 14:35,27.3,2020-09-01 9:17,26.5
2020-09-01 14:33,28.7,2020-09-01 9:07,25.7
2020-09-01 14:23,27.8,2020-09-01 8:57,25
2020-09-01 14:16,27.5,2020-09-01 8:47,24.5
2020-09-01 14:15,27.4,2020-09-01 8:37,24.4
2020-09-01 14:05,26.6,2020-09-01 8:27,23.9
2020-09-01 13:55,26.8,2020-09-01 8:17,23.6
2020-09-01 13:53,26.8,2020-09-01 8:07,23.4
2020-09-01 13:48,27.2,2020-09-01 7:57,23.1
2020-09-01 13:46,27.4,2020-09-01 7:47,23
2020-09-01 13:44,27.6,2020-09-01 7:37,23.3
2020-09-01 13:40,27.9,2020-09-01 7:27,22.8
2020-09-01 13:37,27.9,2020-09-01 7:17,22.9
2020-09-01 13:35,27.7,2020-09-01 7:07,22.9
2020-09-01 13:35,27.8,2020-09-01 6:57,22.7
2020-09-01 13:34,27.7,2020-09-01 6:47,22.8
2020-09-01 13:32,28.1,2020-09-01 6:37,22.7
2020-09-01 13:28,27.2,2020-09-01 6:27,22.7
2020-09-01 13:26,27.1,2020-09-01 6:17,22.7
2020-09-01 13:26,27,2020-09-01 6:07,22.7
2020-09-01 13:22,27.4,2020-09-01 5:57,22.8
2020-09-01 13:20,27.7,2020-09-01 5:47,22.5
2020-09-01 13:16,27.7,2020-09-01 5:37,22.6
2020-09-01 13:14,28.3,2020-09-01 5:27,22.3
2020-09-01 13:13,28,2020-09-01 5:17,22.7
2020-09-01 13:13,28.2,2020-09-01 5:07,24.1
2020-09-01 13:10,28.4,2020-09-01 4:57,23.3
2020-09-01 13:09,28.2,2020-09-01 4:47,23.2
2020-09-01 13:07,28.1,2020-09-01 4:36,22.9
2020-09-01 13:06,28,2020-09-01 4:26,23.2
2020-09-01 13:00,28.1,2020-09-01 4:16,23
2020-09-01 12:58,28.2,2020-09-01 4:06,23
2020-09-01 12:57,28.2,2020-09-01 3:56,23.1
2020-09-01 12:56,28.1,2020-09-01 3:46,23
2020-09-01 12:45,27.8,2020-09-01 3:36,22.7
2020-09-01 12:33,27.9,2020-09-01 3:26,22.7
2020-09-01 12:31,27.9,2020-09-01 3:16,22.7
2020-09-01 12:27,28.1,2020-09-01 3:06,22.5
2020-09-01 12:23,27.8,2020-09-01 2:56,22.6
2020-09-01 12:18,27.9,2020-09-01 2:46,22.8
2020-09-01 12:12,28.1,2020-09-01 2:36,23
2020-09-01 12:06,27.5,2020-09-01 2:26,23.2
2020-09-01 12:04,27.2,2020-09-01 2:16,23.7
2020-09-01 11:59,27.7,2020-09-01 2:06,23.7
2020-09-01 11:57,27.9,2020-09-01 1:56,23.9
2020-09-01 11:53,27.8,2020-09-01 1:46,23.8
2020-09-01 11:46,27.8,2020-09-01 1:36,26.2
2020-09-01 11:37,28.3,2020-09-01 1:26,24.7
2020-09-01 11:33,28.4,2020-09-01 1:16,24.3
2020-09-01 11:30,28.1,2020-09-01 1:06,24.5
2020-09-01 11:29,28.3,2020-09-01 0:56,24.4
2020-09-01 11:28,28.3,2020-09-01 0:46,24.3
2020-09-01 11:26,28.4,2020-09-01 0:36,24.1
2020-09-01 11:20,28.3,2020-09-01 0:26,24.5
2020-09-01 11:15,28.3,2020-09-01 0:16,24.9
2020-09-01 11:15,28.5,2020-09-01 0:06,24.9
2020-09-01 11:11,28.3,2020-08-31 23:56,25
2020-09-01 11:09,28.2,2020-08-31 23:46,25
2020-09-01 10:58,27.7,2020-08-31 23:36,25.4
2020-09-01 10:57,27.8,2020-08-31 23:26,25.3
2020-09-01 10:48,27.9,2020-08-31 23:16,25.5
2020-09-01 10:44,27.6,2020-08-31 23:06,25.6
2020-09-01 10:36,28.6,2020-08-31 22:56,25.7
2020-09-01 10:32,28.9,2020-08-31 22:46,25.8
2020-09-01 10:31,28.9,2020-08-31 22:36,25.9
2020-09-01 10:23,29.3,2020-08-31 22:26,25.9
2020-09-01 10:15,28.8,2020-08-31 22:16,25.9
2020-09-01 10:06,28.8,2020-08-31 22:06,26
2020-09-01 9:59,29,2020-08-31 21:56,26.2
2020-09-01 9:57,28.7,2020-08-31 21:46,26.2
2020-09-01 9:55,28.4,2020-08-31 21:36,26
2020-09-01 9:52,28,2020-08-31 21:26,26.2
2020-09-01 9:49,28.1,2020-08-31 21:16,26.3
2020-09-01 9:46,27.9,2020-08-31 21:06,26.3
2020-09-01 9:43,28.1,2020-08-31 20:56,26.2
2020-09-01 9:38,28.5,2020-08-31 20:46,26.3
2020-09-01 9:36,28.8,2020-08-31 20:36,26.5
2020-09-01 9:26,29.3,2020-08-31 20:26,26.5
2020-09-01 9:25,29.3,2020-08-31 20:16,26.9
2020-09-01 9:15,29.8,2020-08-31 20:06,26.7
2020-09-01 9:05,29.7,2020-08-31 19:56,26.9
2020-09-01 8:57,29.1,2020-08-31 19:46,27.1
2020-09-01 8:52,29,2020-08-31 19:36,27.2
2020-09-01 8:52,28.9,2020-08-31 19:26,27.5
2020-09-01 8:45,29,2020-08-31 19:16,27.8
2020-09-01 8:40,27.7,2020-08-31 19:06,27.8
2020-09-01 8:35,28.9,2020-08-31 18:56,28
2020-09-01 8:34,29,2020-08-31 18:46,28.3
2020-09-01 8:27,28.6,2020-08-31 18:36,28.5
2020-09-01 8:25,28.5,2020-08-31 18:26,28.5
2020-09-01 8:15,27.2,2020-08-31 18:16,28.9
2020-09-01 8:11,27.1,2020-08-31 18:06,28.9
2020-09-01 8:04,28.3,2020-08-31 17:56,29.1
2020-09-01 7:54,28.7,2020-08-31 17:46,29.2
2020-09-01 7:51,28.7,2020-08-31 17:36,29.7
2020-09-01 7:51,28.6,2020-08-31 17:26,29.8
2020-09-01 7:49,30,2020-08-31 17:16,30.3
2020-09-01 7:46,28.8,2020-08-31 17:06,30.6
2020-09-01 7:40,28.6,2020-08-31 16:56,30.2
2020-09-01 7:37,28.9,2020-08-31 16:46,30.3
2020-09-01 7:28,28.7,2020-08-31 16:36,30.3
2020-09-01 7:18,28.6,2020-08-31 16:26,30.3
2020-09-01 7:10,27.9,2020-08-31 16:16,30.3
2020-09-01 7:01,28.7,2020-08-31 16:06,30
2020-09-01 7:00,28.8,2020-08-31 15:56,30.9
2020-09-01 6:52,29.8,2020-08-31 15:46,29.8
2020-09-01 6:49,28.6,2020-08-31 15:36,30.2
2020-09-01 6:46,29,2020-08-31 15:26,30
2020-09-01 6:36,28.5,2020-08-31 15:16,30.5
2020-09-01 6:23,28.3,2020-08-31 15:06,29.9
2020-09-01 6:12,27.7,2020-08-31 14:56,30.3
2020-09-01 6:03,27.2,2020-08-31 14:46,30.6
2020-09-01 5:51,27.5,2020-08-31 14:36,31.3
2020-09-01 5:50,27.4,2020-08-31 14:26,31.3
2020-09-01 5:45,27.3,2020-08-31 14:16,31.8
2020-09-01 5:43,27.3,2020-08-31 14:06,31.4
2020-09-01 5:42,27.5,2020-08-31 13:56,31.3
2020-09-01 5:41,27.5,2020-08-31 13:46,31
2020-09-01 5:37,27.6,2020-08-31 13:36,31
2020-09-01 5:34,28,2020-08-31 13:26,30.9
2020-09-01 5:26,28.3,2020-08-31 13:16,30.8
2020-09-01 5:17,28.3,2020-08-31 13:06,31
2020-09-01 5:07,27.9,2020-08-31 12:56,30.5
2020-09-01 5:04,28.5,2020-08-31 12:46,30.7
2020-09-01 4:54,28.6,2020-08-31 12:36,30.8
2020-09-01 4:44,28.9,2020-08-31 12:26,31
2020-09-01 4:38,29,2020-08-31 12:16,31.2
2020-09-01 4:36,29,2020-08-31 12:06,31.2
2020-09-01 4:33,28.9,2020-08-31 12:06,31.2
2020-09-01 4:22,28.9,2020-08-31 11:56,30.6
2020-09-01 4:14,28.4,2020-08-31 11:46,30.6
2020-09-01 4:07,28.4,2020-08-31 11:36,30.5
2020-09-01 3:58,28.6,2020-08-31 11:36,30.5
2020-09-01 3:55,28.6,2020-08-31 11:25,30.4
2020-09-01 3:50,28.5,2020-08-31 11:15,30.3
2020-09-01 3:41,28.8,2020-08-31 11:05,30.1
2020-09-01 3:37,28.9,2020-08-31 11:05,30.1
2020-09-01 3:34,28.9,2020-08-31 10:55,29.6
2020-09-01 3:25,29,2020-08-31 10:55,29.6
2020-09-01 3:23,29.1,2020-08-31 10:45,29.6
2020-09-01 3:12,29.3,2020-08-31 10:35,29.4
2020-09-01 3:03,29.4,2020-08-31 10:25,28.9
2020-09-01 3:02,29.4,2020-08-31 10:15,28.6
2020-09-01 2:52,29.5,2020-08-31 10:05,28.4
2020-09-01 2:45,29.4,2020-08-31 9:55,27.9
2020-09-01 2:43,29.5,2020-08-31 9:45,27.9
2020-09-01 2:38,29.3,2020-08-31 9:45,27.5
2020-09-01 2:37,29.3,2020-08-31 9:45,27.9
2020-09-01 2:32,29.2,2020-08-31 9:34,27.4
2020-09-01 2:25,29.2,2020-08-31 9:24,27
2020-09-01 2:24,29.4,2020-08-31 9:14,27
2020-09-01 2:23,29.4,2020-08-31 9:04,26.8
2020-09-01 2:13,29.2,2020-08-31 9:04,26.5
2020-09-01 2:12,29.3,2020-08-31 8:54,26.2
2020-09-01 2:06,29.4,2020-08-31 8:44,26
2020-09-01 1:55,28.9,2020-08-31 8:44,26.2
2020-09-01 1:50,28.3,2020-08-31 8:34,26
2020-09-01 1:36,28.3,2020-08-31 8:23,25.2
2020-09-01 1:32,28.2,2020-08-31 8:13,25
2020-09-01 1:28,28.4,2020-08-31 8:04,24.9
2020-09-01 1:22,28.2,2020-08-31 8:03,25
2020-09-01 1:16,27.9,2020-08-31 7:53,24.7
2020-09-01 1:09,28.2,2020-08-31 7:43,24.5
2020-09-01 1:03,28,2020-08-31 7:33,24.5
2020-09-01 1:00,27.7,2020-08-31 7:23,23.9
2020-09-01 1:00,27.6,2020-08-31 7:13,23.9
2020-08-27 4:14,28.5,2020-08-31 7:03,23.7
2020-08-27 4:04,28.7,2020-08-31 6:53,23.8
2020-08-27 3:57,29.2,2020-08-31 6:43,24
2020-08-27 3:47,28.9,2020-08-31 6:33,24.7
2020-08-27 3:37,28.9,2020-08-31 6:33,24
2020-08-27 3:27,28.6,2020-08-31 6:23,24.6
2020-08-27 3:17,28.1,2020-08-31 6:13,24.4
2020-08-27 3:07,28.9,2020-08-31 6:03,24.3
2020-08-27 2:57,28.6,2020-08-31 5:53,24.3
2020-08-27 2:47,28.3,2020-08-31 5:43,24.3
2020-08-27 2:45,28.2,2020-08-31 5:33,24.3
2020-08-27 2:35,28.4,2020-08-31 5:23,24.3
2020-08-27 2:31,28.5,2020-08-31 5:13,24.2
2020-08-27 2:21,28.2,2020-08-31 5:02,24.3
2020-08-27 2:11,28.7,2020-08-31 4:52,24.3
2020-08-27 2:01,27.5,2020-08-31 4:42,24.3
2020-08-27 1:51,27.5,2020-08-31 4:32,24.3
2020-08-27 1:41,28.3,2020-08-31 4:22,24.2
2020-08-27 1:31,28,2020-08-31 4:11,24.4
2020-08-27 1:21,27.8,2020-08-31 4:01,24.4
2020-08-27 1:11,27.9,2020-08-31 3:51,24.4
2020-08-27 1:01,28.1,2020-08-31 3:41,24.1
2020-08-27 0:51,27.9,2020-08-31 3:31,24.1
2020-08-27 0:50,27.8,2020-08-31 3:21,23.9
2020-08-27 0:40,28.1,2020-08-31 3:11,23.8
2020-08-27 0:30,28.3,2020-08-31 3:01,23.8
2020-08-27 0:20,28.1,2020-08-31 2:51,23.8
2020-08-27 0:10,28.2,2020-08-31 2:41,23.8
2020-08-27 0:00,27.9,2020-08-31 2:31,23.7
2020-08-26 23:50,28.3,2020-08-31 2:21,23.6
2020-08-26 23:40,27.9,2020-08-31 2:11,23.5
2020-08-26 23:30,28.2,2020-08-31 2:01,23.4
2020-08-26 23:20,28.5,2020-08-31 1:51,23.8
2020-08-26 23:16,28,2020-08-31 1:41,23.8
2020-08-26 23:06,28.3,2020-08-31 1:31,23.8
2020-08-26 22:56,28,2020-08-31 1:21,23.8
2020-08-26 22:46,28.7,2020-08-31 1:11,23.7
2020-08-26 22:36,28.6,2020-08-31 1:01,23.7
2020-08-26 22:26,28.6,2020-08-31 0:50,23.7
2020-08-26 22:16,28.3,2020-08-31 0:40,23.8
2020-08-26 22:06,28.1,2020-08-31 0:40,23.8
2020-08-26 22:04,28.1,2020-08-31 0:30,23.9
2020-08-26 21:54,28.4,2020-08-31 0:20,24
2020-08-26 21:44,28.9,2020-08-31 0:20,23.9
2020-08-26 21:34,29.1,2020-08-31 0:20,24
2020-08-26 21:24,28,2020-08-31 0:20,23.8
2020-08-26 21:19,28.5,2020-08-31 0:10,23.9
2020-08-26 21:09,27.8,2020-08-31 0:09,23.8
2020-08-26 21:08,27.6,2020-08-30 23:59,23.9
2020-08-26 20:58,27.7,2020-08-30 23:49,23.9
2020-08-26 20:48,28.8,2020-08-30 23:39,24.2
2020-08-26 20:38,28.3,2020-08-30 23:39,24.2
2020-08-26 20:28,28.5,2020-08-30 23:39,24.1
2020-08-26 20:18,28.6,2020-08-30 23:29,25
2020-08-26 20:08,28.7,2020-08-30 23:18,24.5
2020-08-26 19:58,29.2,2020-08-30 23:08,25
2020-08-26 19:48,28.7,2020-08-30 22:58,25.1
2020-08-26 19:38,28.8,2020-08-30 22:58,25.1
2020-08-26 19:28,29.4,2020-08-30 22:48,25.3
2020-08-26 19:18,29.3,2020-08-30 22:38,25.6
2020-08-26 19:08,29,2020-08-30 22:28,25.6
2020-08-26 18:58,29.1,2020-08-30 22:28,25.7
2020-08-26 18:52,28.5,2020-08-30 22:17,25.8
2020-08-26 18:42,29,2020-08-30 22:07,25.8
2020-08-26 18:32,29.3,2020-08-30 21:58,25.8
2020-08-26 18:23,28.9,2020-08-30 21:57,25.8
2020-08-26 18:13,28.6,2020-08-30 21:47,25.9
2020-08-26 18:03,30,2020-08-30 21:37,25.9
2020-08-26 17:53,28.8,2020-08-30 21:27,25.8
2020-08-26 17:43,29,2020-08-30 21:17,25.8
2020-08-26 17:33,29,2020-08-30 21:17,25.8
2020-08-26 17:24,29.1,2020-08-30 21:17,25.8
2020-08-26 17:14,29.2,2020-08-30 21:17,25.8
2020-08-26 17:04,28.9,2020-08-30 21:06,25.9
2020-08-26 16:54,29.3,2020-08-30 20:56,26
2020-08-26 16:44,30,2020-08-30 20:46,26
2020-08-26 16:34,29.3,2020-08-30 20:36,26
2020-08-26 16:24,28.7,2020-08-30 20:26,26.1
2020-08-26 16:14,29.1,2020-08-30 20:26,26
2020-08-26 16:04,29.4,2020-08-30 20:16,26.2
2020-08-26 15:54,28.8,2020-08-30 20:06,26.3
2020-08-26 15:44,28.8,2020-08-30 19:56,26.2
2020-08-26 15:34,28.9,2020-08-30 19:56,26.3
2020-08-26 15:24,29.3,2020-08-30 19:45,26.5
2020-08-26 15:16,29.4,2020-08-30 19:35,26.6
2020-08-26 15:06,29.5,2020-08-30 19:26,26.6
2020-08-26 14:56,29,2020-08-30 19:25,26.6
2020-08-26 14:55,29,2020-08-30 19:25,26.6
2020-08-26 14:45,28.7,2020-08-30 19:25,26.5
2020-08-26 14:35,29.1,2020-08-30 19:15,26.8
2020-08-26 14:33,28.8,2020-08-30 19:05,26.9
2020-08-26 14:30,28.7,2020-08-30 18:55,27
2020-08-26 14:28,28.9,2020-08-30 18:45,27.1
2020-08-26 14:27,27.8,2020-08-30 18:45,27.1
2020-08-26 14:16,28.8,2020-08-30 18:45,27.1
2020-08-26 14:08,28.4,2020-08-30 18:44,27.2
2020-08-26 13:58,27.4,2020-08-30 18:34,27.3
2020-08-26 13:48,27.8,2020-08-30 18:24,27.3
2020-08-26 13:38,28.1,2020-08-30 18:14,27.5
2020-08-26 13:32,27.9,2020-08-30 18:14,28.1
2020-08-26 13:31,28,2020-08-30 18:14,27.5
2020-08-26 13:21,27.7,2020-08-30 18:04,28.4
2020-08-26 13:19,27.6,2020-08-30 18:03,28
2020-08-26 13:09,28.3,2020-08-30 17:53,28.4
2020-08-26 12:59,28.6,2020-08-30 17:43,27.6
2020-08-26 12:49,28.4,2020-08-30 17:33,27.9
2020-08-26 12:39,28.1,2020-08-30 17:23,28
2020-08-26 12:29,28.2,2020-08-30 17:13,29.1
2020-08-26 12:22,28,2020-08-30 17:13,29
2020-08-26 12:12,29,2020-08-30 17:02,29.6
2020-08-26 12:02,29.2,2020-08-30 16:52,29.5
2020-08-26 11:59,29.4,2020-08-30 16:42,29.5
2020-08-26 11:49,29,2020-08-30 16:32,29.2
2020-08-26 11:39,29,2020-08-30 16:22,29.8
2020-08-26 11:29,29,2020-08-30 16:22,29.9
2020-08-26 11:20,29.2,2020-08-30 16:22,29.8
2020-08-26 11:10,28.6,2020-08-30 16:12,30.3
2020-08-26 11:00,28.7,2020-08-30 16:02,30.3
2020-08-26 10:50,29.4,2020-08-30 16:02,30.5
2020-08-26 10:40,30.1,2020-08-30 16:02,30.3
2020-08-26 10:30,29.4,2020-08-30 15:51,31.2
2020-08-26 10:27,29.7,2020-08-30 15:41,30.3
2020-08-26 10:17,29.8,2020-08-30 15:31,30.3
2020-08-26 10:07,29.6,2020-08-30 15:31,29.4
2020-08-26 9:57,29.4,2020-08-30 15:21,30.4
2020-08-26 9:54,29.6,2020-08-30 15:11,29.6
2020-08-26 9:49,30.3,2020-08-30 15:01,29.6
2020-08-26 9:48,30.3,2020-08-30 14:51,29.6
2020-08-26 9:38,29.9,2020-08-30 14:41,30.5
2020-08-26 9:28,30,2020-08-30 14:41,30.8
2020-08-26 9:18,30.1,2020-08-30 14:31,30.8
2020-08-26 9:08,30.4,2020-08-30 14:21,30.8
2020-08-26 9:07,30.5,2020-08-30 14:11,30.4
2020-08-26 8:57,30.6,2020-08-30 14:11,30.4
2020-08-26 8:47,30.3,2020-08-30 14:11,30.5
2020-08-26 8:37,30.3,2020-08-30 14:10,30.4
2020-08-26 8:27,29.9,2020-08-30 14:10,30.4
2020-08-26 8:17,30,2020-08-30 14:10,31.1
2020-08-26 8:07,30.5,2020-08-29 17:49,31.8
2020-08-26 7:57,30.1,2020-08-29 17:39,31.7
2020-08-26 7:47,30.2,2020-08-29 17:29,32.4
2020-08-26 7:39,30.3,2020-08-29 17:29,32
2020-08-26 7:29,30.1,2020-08-29 17:19,32.4
2020-08-26 7:20,30.1,2020-08-29 17:09,32.5
2020-08-26 7:10,29.3,2020-08-29 16:58,32.5
2020-08-26 7:09,29.8,2020-08-29 16:58,32.6
2020-08-26 6:59,29.7,2020-08-29 16:48,32.6
2020-08-26 6:49,29.6,2020-08-29 16:38,32.5
2020-08-26 6:39,29.7,2020-08-29 16:28,32.5
2020-08-26 6:39,29.7,2020-08-29 16:18,32.6
2020-08-26 6:36,29.6,2020-08-29 16:08,32.3
2020-08-26 6:26,29.5,2020-08-29 15:58,32.4
2020-08-26 6:16,29.4,2020-08-29 15:48,32.6
2020-08-26 6:06,29.3,2020-08-29 15:38,32.9
2020-08-26 5:56,29.1,2020-08-29 15:28,32.8
2020-08-26 5:54,29.2,2020-08-29 15:18,33.1
2020-08-26 5:50,29.3,2020-08-29 15:08,33.1
2020-08-26 5:40,29.2,2020-08-29 14:58,33.1
2020-08-26 5:30,28.4,2020-08-29 14:48,33.1
2020-08-26 5:20,28.6,2020-08-29 14:38,33.3
2020-08-26 5:12,28.9,2020-08-29 14:28,34
2020-08-26 5:02,28.4,2020-08-29 14:18,34
2020-08-26 4:52,28.3,2020-08-29 14:07,33
2020-08-26 4:42,28.5,2020-08-29 14:07,33
2020-08-26 4:32,28.5,2020-08-29 13:57,33
2020-08-26 4:22,27.9,2020-08-29 13:47,33.4
2020-08-26 4:12,28.4,2020-08-29 13:47,33.4
2020-08-26 4:02,28.2,2020-08-29 13:36,32.9
2020-08-26 3:52,27.9,2020-08-29 13:26,33
2020-08-26 3:42,27.4,2020-08-29 13:16,32.9
2020-08-26 3:32,27.7,2020-08-29 13:06,32.8
2020-08-26 3:22,26.3,2020-08-29 12:56,32.7
2020-08-26 3:12,26.8,2020-08-29 12:46,32.3
2020-08-26 3:02,27.2,2020-08-29 12:36,32.4
2020-08-26 2:53,28,2020-08-29 12:36,32.3
2020-08-26 2:48,28,2020-08-29 12:26,32.1
2020-08-26 2:38,28.1,2020-08-29 12:16,32.1
2020-08-26 2:28,28.3,2020-08-29 12:06,31.9
2020-08-26 2:18,28.6,2020-08-29 12:06,32.1
2020-08-26 2:08,28.3,2020-08-29 11:56,31.5
2020-08-26 2:01,25.9,2020-08-29 11:46,31.6
2020-08-26 1:51,27.7,2020-08-29 11:35,31.8
2020-08-26 1:41,27,2020-08-29 11:26,31.1
2020-08-26 1:31,28,2020-08-29 11:25,31.5
2020-08-26 1:21,27.7,2020-08-29 11:15,30.8
2020-08-26 1:11,27.9,2020-08-29 11:05,30.5
2020-08-26 1:01,28.1,2020-08-29 11:05,30.8
2020-08-26 0:53,28.1,2020-08-29 10:55,30.6
2020-08-26 0:43,27.7,2020-08-29 10:45,30.5
2020-08-26 0:33,28.1,2020-08-29 10:45,30.5
2020-08-26 0:23,27.8,2020-08-29 10:45,30.5
2020-08-26 0:13,27.9,2020-08-29 10:35,30.5
2020-08-26 0:03,27.6,2020-08-29 10:23,30.5
2020-08-25 23:53,28.9,2020-08-29 10:23,30.5
2020-08-25 23:43,28.1,2020-08-29 10:23,30.4
2020-08-25 23:33,28.2,2020-08-29 10:13,30.2
2020-08-25 23:23,28.6,2020-08-29 10:03,30.2
2020-08-25 23:13,28.3,2020-08-29 9:53,30
2020-08-25 23:03,27.8,2020-08-29 9:52,30
2020-08-25 22:53,28.3,2020-08-29 9:52,29.8
2020-08-25 22:43,28.6,2020-08-29 9:42,29.7
2020-08-25 22:33,29.4,2020-08-29 9:42,29.8
2020-08-25 22:23,29.5,2020-08-29 9:32,29.7
2020-08-25 22:15,29.3,2020-08-29 9:32,29.6
2020-08-25 22:07,29.4,2020-08-29 9:32,29.7
2020-08-25 22:04,29.3,2020-08-29 9:21,29.6
2020-08-25 21:54,29.1,2020-08-29 9:11,29.5
2020-08-25 21:44,29.1,2020-08-29 9:01,29.4
2020-08-25 21:40,29.3,2020-08-29 8:51,29
2020-08-25 21:30,29.2,2020-08-29 8:41,29
2020-08-25 21:20,29.1,2020-08-29 8:31,29
2020-08-25 21:13,29.2,2020-08-29 8:21,28.6
2020-08-25 21:03,29.6,2020-08-29 8:11,28.6
2020-08-25 20:53,29.6,2020-08-29 8:01,28.4
2020-08-25 20:43,29.5,2020-08-29 8:01,28.3
2020-08-25 20:33,28.1,2020-08-29 8:01,28.4
2020-08-25 20:23,28.7,2020-08-29 7:50,28.2
2020-08-25 20:13,29.1,2020-08-29 7:40,28.2
2020-08-25 20:03,28.8,2020-08-29 7:30,28
2020-08-25 19:53,29.1,2020-08-29 7:20,27.9
2020-08-25 19:43,28.6,2020-08-29 7:10,27.8
2020-08-25 19:33,28.7,2020-08-29 7:00,27.7
2020-08-25 19:28,28.6,2020-08-29 7:00,27.8
2020-08-25 19:18,29.2,2020-08-29 6:50,27.9
2020-08-25 19:08,29,2020-08-29 6:40,28
2020-08-25 18:58,28.3,2020-08-29 6:30,27.9
2020-08-25 18:48,28.4,2020-08-29 6:20,27.9
2020-08-25 18:38,27.7,2020-08-29 6:10,27.9
2020-08-25 18:28,28.1,2020-08-29 6:00,28.1
2020-08-25 18:18,28.4,2020-08-29 5:49,28.2
2020-08-25 18:14,28.6,2020-08-29 5:38,28
2020-08-25 18:14,28.6,2020-08-29 5:28,28.3
2020-08-25 18:04,28.7,2020-08-29 5:18,28.2
2020-08-25 17:54,28.4,2020-08-29 5:18,28.3
2020-08-25 17:44,29,2020-08-29 5:18,28.1
2020-08-25 17:34,29.1,2020-08-29 5:18,28.2
2020-08-25 17:24,29.1,2020-08-29 5:07,28
2020-08-25 17:14,28,2020-08-29 4:57,28.2
2020-08-25 17:04,28.9,2020-08-29 4:47,28.2
2020-08-25 16:57,28.7,2020-08-29 4:37,28.3
2020-08-25 16:47,29,2020-08-29 4:27,28.5
2020-08-25 16:37,29,2020-08-29 4:17,28.3
2020-08-25 16:27,29.1,2020-08-29 4:07,28.2
2020-08-25 16:17,28.4,2020-08-29 3:57,27.9
2020-08-25 16:07,28.5,2020-08-29 3:46,28.5
2020-08-25 15:57,29.5,2020-08-29 3:36,28.5
2020-08-25 15:47,29.1,2020-08-29 3:26,28.6
2020-08-25 15:37,28.9,2020-08-29 3:26,28.5
2020-08-25 15:27,28.8,2020-08-29 3:16,28.7
2020-08-25 15:21,28.4,2020-08-29 3:06,28.5
2020-08-25 15:11,28.7,2020-08-29 2:56,28.7
2020-08-25 15:01,28.7,2020-08-29 2:46,28.7
2020-08-25 14:51,28.9,2020-08-29 2:36,28.7
2020-08-25 14:41,28.9,2020-08-29 2:35,28.6
2020-08-25 14:31,29.8,2020-08-29 2:25,28.5
2020-08-25 14:21,28.9,2020-08-29 2:15,28.9
2020-08-25 14:11,29.2,2020-08-29 2:15,28.5
2020-08-25 14:01,29.8,2020-08-29 2:05,28.9
2020-08-25 13:51,29.2,2020-08-29 1:55,28.9
2020-08-25 13:41,29,2020-08-29 1:45,28.7
2020-08-25 13:31,29,2020-08-29 1:35,28.6
2020-08-25 13:21,29.5,2020-08-29 1:34,28
2020-08-25 13:11,30.2,2020-08-29 1:24,28.3
2020-08-25 13:01,29.3,2020-08-29 1:14,28.2
2020-08-25 12:54,29.3,2020-08-29 1:04,28
2020-08-25 12:44,28.6,2020-08-29 0:54,28.2
2020-08-25 12:34,28.6,2020-08-29 0:54,28.2
2020-08-25 12:24,28.3,2020-08-29 0:54,28.2
2020-08-25 12:14,28.7,2020-08-29 0:43,28.1
2020-08-25 12:04,29,2020-08-29 0:34,28
